100	1.7264	0

98.1525	1.72192	1

97.71	1.7204	2

96.1725	1.71519	3

95.585	1.71363	5

94.8325	1.7113	7

93.815	1.70791	8

91.695	1.70421	9

90.1975	1.69961	10

89.595	1.69786	11

88.2125	1.694	14

87.955	1.69301	16

86.9325	1.69055	22

81.7725	1.68052	23

79.6825	1.67393	28

78.7175	1.66998	36

73.795	1.6602	39

